,title,description,prerequisites,fall,spring,department_id,number,course_id,year,term,Enrollment,Evaluations,ResponseRate,CourseOverall,Materials,Assignments,Feedback,Section,Workload,Difficulty,WouldYouRecommend
47,Communicating Science: From Print Culture to Cybersocieties,"Science doesn't just happen in the lab. Scientific results have to be communicated among scientists, and to the public. This course investigates the ways in which scientific knowledge circulates, and pays special attention to how new communications media have shaped knowledge-in-the-making. Topics will include the history of scientific genres (letters, encyclopedias, periodicals), popular science, peer review, intellectual property, and new information technologies. Selected classes will take place in Houghton Library.",,N,Y,76,HISTSCI 185,2671,2014,2,14.0,14.0,100.0,4.8,4.9,4.6,4.9,5.0,5.0,-1.0,4.9
48,"Jane Austen, Then and Now","This course considers Austen in her own historical context and ours, and as an author whose importance lies both inside and outside the university. In our first unit, we'll undertake a close reading of Persuasion in order to assess Austen's analysis of British society at a transitional moment in its history; in unit 2 we'll consider how film and television adaptations have reinvented her best known novel, Pride and Prejudice, for a different historical moment, and in unit 3 students will engage with Austen scholarship by writing a research paper on an Austen novel or film adaption of their choice.",,N,Y,54,EXPOS 20.144,1688,2014,2,14.0,13.0,92.86,2.5,3.5,3.0,3.1,2.5,6.4,-1.0,2.5
49,Resistance,"What constitutes an act of resistance? What role do individual beliefs, collective action, public protest, art and literature have in resistance movements? What can the study of resistance teach us about the past and about the world we live in today? This course will explore these questions through case studies drawn from contemporary politics and culture, the apartheid era in South Africa, and Harvard history.",,N,Y,54,EXPOS 20.156,1696,2014,2,14.0,14.0,100.0,3.3,3.9,3.4,4.4,4.0,5.6,-1.0,3.3
50,Resistance,"What constitutes an act of resistance? What role do individual beliefs, collective action, public protest, art and literature have in resistance movements? What can the study of resistance teach us about the past and about the world we live in today? This course will explore these questions through case studies drawn from contemporary politics and culture, the apartheid era in South Africa, and Harvard history.",,N,Y,54,EXPOS 20.157,1697,2014,2,14.0,12.0,85.71,3.8,4.2,3.6,4.8,4.1,6.7,-1.0,3.8
51,Negotiation and Conflict Management: From the Interpersonal to the International,"How can you best negotiate conflict in your own life? How should policymakers negotiate global conflict? Around the world, conflict imposes profound direct and indirect costs on global health and individual well-being, ranging from death and injury to trauma, the loss of social networks, and destabilization of political systems. Rather than focusing on how to address the aftermath of conflict and violence, this course examines theory and practical methods to prevent destructive conflict. Explores theory, frameworks, and tools developed to negotiate the substantive, emotional, and identity-based dimensions of conflict. Applies the theory to a diversity of real-life negotiations, ranging from interpersonal disputes between friends to international conflicts in the Middle East and elsewhere.This highly interactive course aims to improve students&#39; skill in resolving conflicts, and draws on a variety of learning methodologies, including lecture, case simulations, self-reflection exercises, and application of negotiation frameworks to conflicts depicted in movies. Students will have the opportunity to analyze firsthand case narratives of senior-level global leaders who have negotiated serious conflicts; these cases are part of an emerging Global Curriculum on Conflict Management spearheaded by the instructor, the Harvard International Negotiation Program, and the World Economic Forum.",,Y,N,69,GHHP 60,2146,2015,1,34.0,32.0,94.12,4.8,4.5,4.3,4.1,4.2,4.5,-1.0,4.9
52,Negotiation and Conflict Management: From the Interpersonal to the International,"How can you best negotiate conflict in your own life? How should policymakers negotiate global conflict? Around the world, conflict imposes profound direct and indirect costs on global health and individual well-being, ranging from death and injury to trauma, the loss of social networks, and destabilization of political systems. Rather than focusing on how to address the aftermath of conflict and violence, this course examines theory and practical methods to prevent destructive conflict. Explores theory, frameworks, and tools developed to negotiate the substantive, emotional, and identity-based dimensions of conflict. Applies the theory to a diversity of real-life negotiations, ranging from interpersonal disputes between friends to international conflicts in the Middle East and elsewhere.This highly interactive course aims to improve students&#39; skill in resolving conflicts, and draws on a variety of learning methodologies, including lecture, case simulations, self-reflection exercises, and application of negotiation frameworks to conflicts depicted in movies. Students will have the opportunity to analyze firsthand case narratives of senior-level global leaders who have negotiated serious conflicts; these cases are part of an emerging Global Curriculum on Conflict Management spearheaded by the instructor, the Harvard International Negotiation Program, and the World Economic Forum.",,Y,N,69,GHHP 60,2146,2015,1,34.0,32.0,94.12,4.8,4.5,4.3,4.1,4.2,4.5,-1.0,4.9
53,Advanced Machine Learning,"Advanced statistical machine learning and probabilistic data analysis. Topics include: Markov chain Monte Carlo, variational inference, Bayesian nonparametrics, text topic modeling, unsupervised learning, dimensionality reduction and visualization. Requires a major final project.","Recommended: Students should feel comfortable with basic linear algebra and probability theory. Students will be expected to implement algorithms in a programming language such as Matlab, Python or R.",Y,N,50,COMPSCI 281,1278,2015,1,103.0,80.0,77.67,3.9,3.8,3.6,2.6,3.6,14.8,-1.0,4.0
54,Advanced Machine Learning,"Advanced statistical machine learning and probabilistic data analysis. Topics include: Markov chain Monte Carlo, variational inference, Bayesian nonparametrics, text topic modeling, unsupervised learning, dimensionality reduction and visualization. Requires a major final project.","Recommended: Students should feel comfortable with basic linear algebra and probability theory. Students will be expected to implement algorithms in a programming language such as Matlab, Python or R.",Y,N,50,COMPSCI 281,1278,2015,1,103.0,80.0,77.67,3.9,3.8,3.6,2.6,3.6,14.8,-1.0,4.0
55,Biological Synthesis,"This course will examine synthesis from a biological perspective, focusing on how organisms construct and manipulate metabolites, as well as how biological catalysts and systems can be used for small molecule production. Topics to be covered include mechanistic enzymology, biosynthetic pathways and logic, biocatalysis, protein engineering, and synthetic biology.",,Y,N,21,CHEM 171,503,2015,1,32.0,28.0,87.5,3.9,4.4,4.0,4.0,4.1,5.6,-1.0,3.9
56,Biological Synthesis,"This course will examine synthesis from a biological perspective, focusing on how organisms construct and manipulate metabolites, as well as how biological catalysts and systems can be used for small molecule production. Topics to be covered include mechanistic enzymology, biosynthetic pathways and logic, biocatalysis, protein engineering, and synthetic biology.",,Y,N,21,CHEM 171,503,2015,1,32.0,28.0,87.5,3.9,4.4,4.0,4.0,4.1,5.6,-1.0,3.9
