number,course_id,cat_num,1s,2s,3s,4s,5s
SOCIOL 263,4712,82536,0,3,3,2,0
GREEK Aab,4979,714,0,1,1,3,3
PORTUG 144,4455,11776,3,4,0,0,0
PHYSICS 191r,4113,7711,1,1,1,1,0
ENGLISH 141,1529,8683,3,3,5,1,0
SLAVIC Db,4529,6907,1,2,0,0,0
WOMGEN 99b,4906,5847,1,0,1,0,1
VES 152r,5208,8012,0,1,0,0,1
CHNSE 106b,759,3600,1,6,3,1,0
PSY 2553r,4336,4679,1,0,0,0,0
GREEK K,4985,4171,0,2,1,0,0
ENGLISH 281,1550,80778,0,3,0,0,0
ESPP 90j,1571,9841,1,3,2,0,0
FRSEMR 30o,1821,1897,6,0,0,0,0
FRSEMR 21q,1770,8762,2,0,1,0,0
MUSIC 156,3638,3930,0,2,1,0,0
GREEK Bb,4983,3361,0,1,2,0,1
IMUNOL 202,3215,5674,1,3,2,0,0
MUSIC 91r,3619,1298,3,1,1,0,0
E-PSCI 269r,715,8157,1,3,0,0,0
PERSIAN A,3862,8143,0,3,3,0,1
NEUROBIO 204,3348,5603,0,10,5,2,1
EXPOS 20,1749,5518,66,322,140,27,13
LING 97r,2775,1791,3,0,0,0,0
ANTHRO 1600,149,8296,11,20,4,3,0
AFRAMER 10,1,802,19,24,10,1,0
PHYSICS 153,4108,264,1,2,7,7,0
KOREAN 120b,879,8590,0,5,1,1,0
ENGLISH 168d,1532,8250,15,38,14,0,0
HIST 1450,2429,49646,1,6,5,0,1
OEB 53,3928,3342,13,10,4,0,0
COMPSCI 124,1231,5207,1,4,8,2,4
PSY 2530r,4335,2364,1,0,2,0,1
ECON 1745,1001,5889,21,29,9,1,0
ITAL 40,4421,804,3,4,0,0,0
SOCIOL 24,4627,9417,1,4,3,0,0
BIOPHYS 101,327,6896,0,2,1,3,0
COMPSCI 161,1239,4347,0,0,0,2,10
PSY 985,4244,2343,6,4,1,0,0
PSY 2580r,4339,4262,2,0,0,0,0
ANTHRO 1165,137,9906,26,3,0,0,0
GOV 2218,2275,872,1,2,4,1,0
LATIN Bbm,5001,2096,0,2,1,1,0
CHEM 240,507,5215,0,2,4,1,0
ECON 2725,1078,1427,0,2,2,1,1
APPHY 298r,1164,7500,10,8,1,0,0
ECON 2450b,1061,6478,0,4,5,0,0
MUSIC 207rs,3670,8999,0,9,1,0,0
MUSIC 264r,3694,1939,0,5,1,0,0
SOCIOL 208,4694,6080,0,3,5,0,0
PHIL 129,4050,614,2,4,3,0,0
RELIGION 1802,5109,3830,2,2,0,0,0
VES 160,5215,6668,5,4,2,0,0
SOC-STD 98cl,4600,7389,0,4,1,0,0
PSY 1551,4272,2481,1,5,1,0,0
STAT 149,4839,6617,0,3,3,1,0
GERMAN 123,2102,4720,0,4,1,0,0
ENG-SCI 150,1337,8997,0,0,1,1,0
MOD-HEB 120b,3837,2563,2,3,4,0,1
ANTHRO 2650b,213,7971,0,1,3,0,2
CHNSLIT 247,805,8098,0,1,0,0,0
PSY 2445,4325,1835,1,6,3,0,0
CHNSE 150b,774,8111,0,2,3,1,1
ANTHRO 1045,124,8978,0,2,2,0,0
JAPAN 106c,845,7307,0,0,2,2,0
ANTHRO 1655,153,710,0,7,3,0,0
WOMGEN 97,4903,7217,0,6,0,0,1
ENGLISH Cpwr,1475,4606,0,6,1,0,0
PHIL 159,4061,5443,3,3,1,0,0
APPHY 217,1151,6965,0,2,4,2,0
VES 150br,5205,3934,0,0,0,1,3
SLAVIC Bab,4522,1657,0,0,0,1,1
ANTHRO 97x,112,400,0,1,3,0,0
ENG-SCI 241,1374,6711,3,2,0,0,0
ARABIC A,3738,5773,3,18,21,6,5
MUSIC Bhf,3610,3045,4,4,0,0,0
GOV 2001,2247,8941,1,3,4,5,7
VES 51a,5159,7526,0,0,1,0,1
COMPSCI 51,1225,3411,0,2,14,22,7
MCB 54,3530,801,9,55,47,17,9
MUSIC 3,3614,5805,2,3,0,0,0
MATH 25b,2842,1590,0,1,5,9,12
GOV 30,2151,263,16,17,4,0,0
FRSEMR 41u,5305,57831,6,0,0,0,0
MATH 55b,2844,3312,0,0,0,0,5
VES 40a,5153,2010,0,3,4,5,0
FRSEMR 44j,1873,7826,0,6,0,0,0
HAA 172w,2579,2227,14,35,4,1,1
ECON 1126,969,4076,2,9,8,1,1
VES 41a,5155,705,0,1,2,1,1
PSY 2570r,4338,4440,0,3,0,0,0
ECON 1030,960,4709,7,20,8,1,0
ECON 1545,995,5166,9,7,0,0,0
PHYSCI 3,4088,5262,5,42,26,5,2
ECON 1123,968,813,9,26,10,0,0
HEB 1312,2720,5008,2,3,4,0,0
ANTHRO 1795,170,7265,0,4,2,1,0
COMPSCI 181,1245,6454,1,1,7,9,4
PHYSICS 123,4098,864,0,2,2,4,0
SOCIOL 156,4667,8958,1,13,10,2,0
ENG-SCI 159,1341,3126,0,1,3,1,0
ENG-SCI 53,1324,3604,0,0,6,4,8
MUSIC 201b,3666,3995,0,2,10,3,0
ASTRON 201b,277,4206,8,4,1,0,0
ECON 2611,1071,2302,0,2,2,0,0
SOCIOL 202,4688,4117,0,4,2,2,0
ECON 2333,1046,6800,0,8,2,0,1
ANTHRO 1175,142,1022,0,3,1,0,0
VES 123r,5192,7463,0,0,4,3,2
PSY 1430,4261,8922,2,0,0,0,0
PSY 971,4235,3498,1,5,5,1,0
OEB 190,3967,3870,2,10,1,0,1
PHYSICS 143a,4104,1050,0,5,12,5,4
ENG-SCI 156,1340,6284,0,2,3,0,0
ECON 2010d,1014,2041,0,1,3,1,0
ENGLISH Ckr,1471,6781,0,4,1,0,0
VES 271,5243,159,1,6,4,1,2
APPHY 218,1152,9804,0,4,4,1,0
ASTRON 219,281,1858,1,4,4,0,0
PSY 2020ab,4301,7860,0,1,2,1,1
GOV 2710,2291,8310,1,1,2,1,1
ANTHRO 2020,187,3729,0,0,1,2,1
COMPLIT 257,563,7853,0,0,6,3,0
VES 167,5222,4902,0,2,3,0,0
ENG-SCI 201,1351,2362,0,5,2,2,0
JAPAN 140b,851,8551,1,3,2,0,0
BIOSTAT 245,416,3247,0,1,3,1,1
HAA 173m,2580,7574,0,5,2,0,0
JAPAN 150b,853,984,0,3,2,1,1
FRSEMR 48k,1888,4798,0,4,0,0,0
AFRAMER 118,43,7429,0,2,0,0,1
PHYSICS 253b,4125,5250,0,1,3,0,2
VIROLOGY 201,3471,1190,0,0,3,0,2
MUSIC 167r,3644,3806,0,2,4,1,1
LATIN Aab,4995,7111,0,0,2,0,3
SLAVIC Cr,4527,847,1,2,1,0,0
GERMAN A,2085,4294,1,12,6,6,1
ECON 1010b,955,2924,62,69,21,1,1
MATH 21b,2838,1771,3,27,35,15,2
STAT 100,4827,3808,44,98,31,6,0
MUSIC 180r,3646,2294,4,7,3,1,0
PHIL 8,4040,8947,2,24,12,2,1
MATH 1b,2833,1804,1,16,25,7,4
ECON 1420,982,8110,17,8,4,1,0
FRENCH 70a,4388,2865,0,7,4,0,0
MATH 99r,2847,6024,4,0,0,0,0
STAT 230,4850,5206,0,6,2,1,0
PHYSICS 251b,4123,2689,0,1,6,8,6
E-PSCI 232,700,5344,0,1,3,0,1
MUSIC 216r,3678,1802,1,3,1,0,0
APPHY 295a,1162,6937,0,2,4,4,3
MATH 113,2852,405,0,1,3,2,6
E-PSCI 133,674,7731,1,4,6,0,0
SWAHILI 101br,99,7746,0,4,3,0,0
STAT 170,4841,1202,0,6,4,1,0
PSY 1652r,4279,9913,2,0,2,1,0
FRSEMR 32v,1827,7011,1,4,0,0,0
ASTRON 193,275,4495,0,2,3,2,1
SOCIOL 224,4700,8202,0,2,3,1,1
ENG-SCI 259,1383,3671,0,2,1,0,0
CHNSHIS 232r,787,7542,1,3,1,0,0
JAPAN 210b,855,8918,0,1,1,0,0
ARABIC 130b,3742,2964,0,3,2,0,0
ENGLISH 90ga,1497,27098,1,4,3,0,0
ECON 2728,1081,8633,0,2,2,0,0
SLAVIC Aab,4519,4441,0,0,3,1,1
MUSIC 193rs,3660,5935,1,2,0,0,0
SLAVIC 171,4567,31395,1,4,2,0,0
PSY 2446r,4326,5628,1,1,3,0,0
SLAVIC 152,4560,8023,1,2,2,0,0
MOD-HEB B,3835,4810,3,7,1,2,0
STAT 111,4832,1836,0,6,16,2,0
MUSIC 1a,3611,8071,34,40,8,0,0
ESPP 10,1566,6383,3,14,4,1,0
CHNSE Bb,756,8714,3,11,23,9,2
MCB 141,3544,5205,7,10,2,1,0
FRENCH 97,4394,173,0,2,0,0,0
LATIN 120,5008,44031,2,4,4,0,0
MATH 137,2867,556,0,3,0,1,0
SPANSH 30,4478,479,12,18,5,0,0
MATH 21a,2837,6760,0,13,24,10,2
SOCIOL 10,4626,4814,3,14,1,0,0
GOV 1061,2204,5035,5,25,23,5,0
MATH 19b,2836,6144,0,4,6,0,1
AFRAMER 192x,79,8241,2,3,0,0,0
FRSEMR 25t,1804,24,5,1,0,0,0
PHYSICS 11b,4090,5472,3,19,35,16,5
COMPSCI 1,1221,6903,2,13,11,5,1
MCB 56,3531,5424,2,4,3,1,0
PORTUG Ba,4445,514,9,12,4,0,0
SPANSH 70c,4486,7713,1,5,4,1,0
CPB 91r,476,9168,0,0,0,1,2
SLAVIC 287,4586,8028,1,3,1,0,0
CHEM 165,501,667,0,1,2,0,0
APMTH 111,1121,7000,1,9,9,3,0
ASTRON 16,262,8813,4,4,1,1,0
JAPAN 130b,849,6904,0,1,4,3,1
SOCIOL 97,4633,5079,1,12,13,1,0
SOCIOL 172,4678,51199,17,11,2,0,0
MUSIC 214r,3676,7825,1,2,3,1,0
GOV 2158,2271,6448,5,4,2,1,0
BCMP 234,2948,9644,1,1,5,0,0
FOLKMYTH 97,1755,3789,0,1,2,0,0
PHYSICS 90r,4095,2460,0,0,1,2,4
OEB 191,3968,2314,3,4,0,0,0
OEB 52,3927,1343,2,11,2,0,0
PSY 1505,4267,3334,2,2,1,0,0
GREEK Ab,4980,457,0,2,2,1,0
LAT-STD 70,4437,3379,1,3,1,0,0
ARABIC 134,3747,4154,2,4,0,0,0
MATH 60r,2845,8500,0,0,2,1,1
OEB 123,3949,508,0,4,0,0,0
ECON 2010b,1012,8659,0,0,6,2,2
COMPSCI 248,1266,7191,0,1,0,0,1
PSY 1952,4299,6191,1,3,0,1,0
ECON 2390c,1050,388,0,0,3,0,0
ANTHRO 2645,211,9925,0,4,1,2,0
TURKISH 120b,3890,1394,1,2,3,0,0
RELIGION 1730,5105,4463,3,1,1,0,0
ECON 2052,1020,3690,0,0,3,0,0
GERMAN Dab,2090,1351,0,1,0,2,1
GOV 2782,2295,742,0,1,4,1,0
APMTH 91r,1114,7607,0,1,1,0,0
SLAVIC 195,4576,4701,0,3,2,0,1
AKKAD 120,3707,3724,0,0,4,1,1
SOCIOL 99,4648,6237,0,1,2,1,0
VES 50,5158,4907,0,0,1,4,1
CLASSIC 99,4972,2350,0,0,1,1,1
SWAHILI A,96,1878,2,3,0,0,0
CHNSE 140b,770,6844,2,11,8,1,1
SLAVIC 103,4543,8638,0,6,3,2,0
COMPLIT 261,565,6923,0,2,0,0,0
AFRAMER 90r,6,7010,9,13,4,1,0
JAPAN 120b,847,6433,0,1,10,6,3
ANTHRO 97z,113,5832,1,16,9,5,0
PSY 975,4236,9063,1,4,2,0,0
CHEM 40,482,8201,0,10,5,0,0
ENG-SCI 50,1322,4499,2,20,5,0,0
SOCIOL 107,4649,9124,9,0,1,0,1
SPANSH 71b,4488,6700,2,9,4,1,0
OEB 103,3937,8704,2,4,4,3,0
LATIN 112b,5007,7643,0,2,3,3,0
MCB 192,3564,2188,3,8,4,0,0
OEB 130,3951,4624,25,15,0,0,0
MATH 112,2851,1123,0,2,4,1,2
HEB 1310,2719,2265,21,17,3,0,0
ECON 1535,992,2557,1,1,0,0,0
ENGLISH Capr,1468,6523,0,1,1,1,0
PHIL 19,4041,20223,6,8,3,1,0
FRENCH 55,4382,7122,4,15,6,1,0
GOV 2009,2252,1080,0,4,5,2,0
CELLBIO 207,3011,2044,1,7,0,0,0
STAT 211,4844,1946,0,3,3,3,2
HIST 1877b,2450,3026,1,3,1,0,0
ANE 105,3718,711,0,5,0,0,0
ECON 1052,963,2634,3,11,9,2,1
RELIGION 97,5030,2313,1,4,4,0,0
MUSIC 4,3615,2239,0,2,4,0,0
ESPP 90c,1569,3792,1,3,0,0,0
GERMAN Bab,2087,8629,2,4,7,15,0
SPANSH 50,4480,6794,2,12,4,0,0
ENGLISH 91r,1519,1464,0,0,2,0,0
PHYSICS 136,4101,182,0,2,2,1,2
CELTIC 137,443,1300,4,6,0,0,0
PHYSICS 289r,4138,6400,2,1,0,0,0
ECON 2020b,1016,4058,0,1,3,2,0
HISTSCI 238,2685,9533,0,9,2,0,0
FRENCH Ax,4377,2763,1,5,3,1,0
PORTUG 260,4458,78405,2,3,1,0,0
STAT 140,4838,7112,0,2,4,1,0
ENG-SCI 242r,1375,5379,0,0,3,1,0
LING 117r,2792,8401,0,7,1,0,0
OEB 192,3969,5019,0,5,3,1,0
MEDLATIN 251,5016,11903,0,1,2,0,0
ECON 2058,1024,2872,2,1,0,0,0
KOREAN Bb,874,8718,0,4,2,1,0
ENGLISH 90hs,1500,8795,4,0,1,0,0
ENGLISH Ctr,1477,7175,0,6,1,0,0
OEB 234,3982,4637,2,2,0,0,0
LING 176,2807,4861,0,2,0,0,0
NEC 97r,3857,167,0,3,0,0,0
SLAVIC 112,4545,3290,1,6,1,0,0
HLTHPOL 2000,2309,4522,2,4,2,0,0
TURKISH A,3888,2527,1,3,1,0,0
SLAVIC B,4521,3262,0,0,5,0,2
MODGRK A,5017,8604,0,1,1,0,0
LIFESCI 1b,2767,2159,33,88,58,9,8
PSY 1201,4253,6717,16,14,0,0,0
GOV 1243,2219,1982,0,5,4,0,0
HAA 1,2543,3951,56,71,3,0,0
VES 72,5177,6997,5,12,17,5,0
HISTSCI 286,2701,767,0,2,0,1,0
JEWISHST 215,3833,28993,0,1,1,0,0
FRSEMR 44t,1875,2897,3,4,0,0,0
FRSEMR 31t,1826,1467,3,3,0,0,0
FRSEMR 26u,1812,9123,7,2,1,0,0
SPANSH 134,4498,7452,1,2,4,0,0
LPS A,540,3956,2,5,9,0,0
SOC-STD 98ji,4602,5977,0,1,0,1,1
ANTHRO 2688,217,1182,0,0,0,1,0
SOC-STD 98ax,4599,752,0,2,2,2,0
OEB 115,3943,9892,0,4,0,0,0
GOV 1087,2208,22391,7,22,4,0,1
FRSEMR 42v,1866,1757,2,5,0,0,0
FRSEMR 43z,1871,2880,9,2,0,0,0
SOCIOL 155,4666,8934,15,18,6,0,0
MUSIC 221r,3686,5926,0,3,1,0,0
MCB 206,3568,2303,2,3,0,0,0
CLAS-STDY 97b,4954,4090,2,3,2,1,1
HISTSCI 200,2677,11825,0,1,3,1,1
MUSIC 158r,3640,9813,0,2,1,0,0
UYGHUR A,916,8767,2,3,1,0,0
MBB 95,3525,4890,2,5,0,1,0
FRSEMR 49p,1891,4622,5,4,0,0,0
BIOSTAT 249,417,759,0,1,0,2,3
EASTD 98a,824,964,0,0,4,2,0
OEB 370,4028,3072,0,1,0,0,0
CHNSE 130xa,767,9097,0,6,8,2,0
PSY 18,4232,8560,33,44,11,0,1
STAT 220,4847,6270,0,0,3,1,5
PSY 2461r,4330,8042,0,0,1,0,0
ENGLISH Ctr,1477,7175,0,2,4,2,0
SLAVIC 155,4561,6850,0,2,2,1,0
GOV 1760,2239,2733,3,18,10,2,1
HAA 174s,2581,9158,5,12,2,0,0
COMPSCI 223,1258,4740,0,1,8,4,5
SPANSH 243,4507,3129,0,0,0,2,0
VES 180,5228,2874,1,6,2,0,0
PSY 2460,4329,4157,1,5,0,0,0
ENG-SCI 162,1342,4163,0,5,1,0,0
E-PSCI 181,685,5162,3,7,2,0,0
ENG-SCI 203,1354,6982,0,3,4,3,1
STAT 225,4849,6499,0,0,3,2,2
ANTHRO 1820,172,1267,2,8,0,0,0
OEB 155r,3958,2346,1,2,1,1,0
GOV 2791,2296,7696,0,2,1,3,0
KORLIT 212,904,5627,0,0,0,1,0
GOV 2131,2268,3337,0,0,1,1,1
ARABIC 245r,3758,4854,0,1,2,0,0
PATHOL 209,3452,5934,1,3,0,0,0
HISTSCI 106,2641,3958,0,3,1,0,0
GREEK 134,4992,5139,3,3,0,0,0
APMTH 120,1123,4378,0,0,4,0,0
APPHY 284,1157,2257,0,8,6,5,4
SPANSH 70a,4485,1587,1,1,3,0,0
PHYSICS 195,4114,2978,1,1,8,2,1
PHIL 120,4048,2512,2,2,3,0,0
RELIGION 1434,5068,5783,1,0,0,0,0
PSY 2170,4310,6883,0,0,0,1,0
E-PSCI 272r,717,1546,1,3,0,0,0
STAT 160,4840,2993,0,5,4,1,2
SOCIOL 275,4714,6899,0,2,2,0,0
MCB 142,3545,7948,1,6,2,0,0
AM-CIV 201,2540,6797,0,2,1,0,0
SCAND 160a,2137,1139,0,3,1,1,0
GOV 2755,2294,7392,0,1,4,5,0
PHYSICS 285b,4135,4195,0,0,0,3,3
MUSIC 219r,3683,2275,0,0,4,3,3
COMPSCI 283,1279,4475,0,2,7,2,3
RELIGION 11,5024,4811,5,24,6,0,0
COMPSCI 220r,1255,1637,6,7,4,0,0
ANTHRO 2840,236,3560,0,2,5,0,2
GOV 2148,2270,4675,1,0,3,1,0
ECON 1340,972,4025,12,22,4,0,0
GOV 1203,2218,7078,3,12,1,2,0
COMPSCI 182,1246,134,0,4,4,7,1
PSY 1501,4264,823,0,10,3,1,1
PSY 1304,4255,2419,3,1,0,0,0
GOV 1740,2237,7406,19,49,15,4,0
HIST 1964,2459,7774,0,2,4,4,1
ECON 2149,1040,7236,0,0,1,1,2
CELTIC 138,444,6480,2,3,2,0,0
ASTRON 218,280,2883,0,1,1,1,0
COMPSCI 187,1248,249,0,6,2,1,0
ANTHRO 1210,144,1793,0,3,4,1,1
ROM-STD 79,4462,8713,7,0,0,0,0
PSY 3800,4368,607,2,2,0,0,0
ENGLISH 157,1530,4786,0,13,30,17,4
JAPNHIST 260r,863,4539,0,1,2,2,0
CHNSHIS 113,780,8264,1,5,1,0,0
ANTHRO 1130,132,1634,17,7,2,0,1
BIOPHYS 170,328,3598,0,0,2,0,0
SPANSH 201,4505,5610,2,1,3,1,0
FOLKMYTH 98a,1756,5039,0,2,1,0,0
COMPSCI 244r,1263,3018,1,0,1,0,0
PSY 950,4234,5195,2,8,3,0,0
E-PSCI 208,697,6561,1,2,4,0,0
MCB 122,3541,4353,1,4,2,0,0
GOV 1008,2197,9732,1,4,6,2,0
OEB 212r,3973,2176,0,2,1,0,0
APMTH 205,1128,1370,0,7,11,2,1
LING 205r,2811,776,0,2,0,0,0
MCB 129,3542,8956,2,6,1,0,0
MCB 176,3559,3186,18,14,2,0,0
LATIN 112a,5006,7099,0,1,4,1,2
CHEM 163,500,3635,3,3,5,1,0
HEB 1463,2742,3359,0,7,1,0,0
MUSIC 218r,3681,774,0,5,2,1,1
ECON 2142,1037,4414,1,1,1,0,0
BIOSTAT 235,413,7549,1,4,2,0,0
PSY 2500,4334,5094,0,2,0,0,0
MATH 155r,2874,6612,0,2,3,0,0
ECON 2140,1036,7210,0,3,12,3,2
GREEK 112a,4988,3052,0,0,2,4,1
OEB 59,3933,5281,13,7,0,0,0
OEB 114,3942,4953,11,6,2,0,0
VES 166,5221,5873,0,1,4,0,0
VES 107,5189,7883,3,9,2,0,0
MATH 124,2861,2398,1,4,3,1,0
E-PSCI 200,690,2675,0,1,4,1,0
GREEK 110r,4987,6229,0,1,2,0,0
IMUNOL 201,3214,8337,1,7,5,1,2
JAPAN 140a,850,3688,0,8,8,1,0
JAPAN 130a,848,4855,1,1,4,3,3
RELIGION 2001,5114,644,0,0,1,0,0
WOMGEN 99a,4905,6763,1,1,2,0,0
PSY 2010,4300,6515,1,0,1,0,0
PHYSICS 11a,4089,3131,4,33,22,3,1
PHYSICS 16,4094,2019,0,1,16,12,7
PHYSICS 95,4097,2806,3,7,0,0,0
PHYSICS 151,4107,2068,0,0,2,2,3
PHYSICS 143b,4105,253,0,2,2,3,0
PHYSICS 251a,4122,2191,0,8,13,4,7
ARABIC 131a,3743,739,0,1,2,8,4
ARABIC 130a,3741,4591,0,3,1,0,0
ARABIC 241ar,3754,3309,0,0,3,2,5
MOD-HEB 120a,3836,1711,2,0,1,0,0
HEBREW 200r,3793,3265,0,3,0,0,0
NEUROBIO 200,3347,6062,0,1,3,1,2
NEUROBIO 220,3351,2141,0,1,3,1,0
MATH 19a,2835,1256,17,33,6,0,1
MATH 25a,2841,1525,0,0,4,7,21
MATH 55a,2843,4068,0,1,0,0,5
MATH 122,2859,7855,1,1,9,10,11
MATH 212a,2876,5446,2,3,1,0,0
MATH 213a,2878,1621,1,3,3,1,1
HIST 97,2387,4469,0,2,6,2,4
GOV 20,2150,6166,24,83,65,10,3
GOV 2005,2249,1719,0,3,3,2,4
GOV 1060,2203,4978,4,11,11,4,0
EXPOS 10,1597,6344,9,39,16,3,0
APMTH 101,1116,3350,2,6,9,3,1
ENG-SCI 125,1333,7274,0,2,1,1,0
ENG-SCI 154,1339,6319,0,2,3,2,3
ENG-SCI 181,1348,3889,1,3,4,2,0
ENG-SCI 202,1353,5080,0,3,6,2,1
ENG-SCI 220,1360,2759,0,1,1,7,6
ECON 975,933,3281,0,3,3,2,1
ECON 1011a,956,7230,41,38,10,2,0
ECON 2020a,1015,339,1,7,6,5,3
ECON 2010a,1011,8656,1,2,5,4,4
ECON 2060,1026,1404,1,7,6,2,0
ECON 2110,1034,7213,0,2,5,2,3
ECON 1723,1000,1917,3,33,25,7,4
ECON 2450a,1060,1339,1,2,3,0,1
ECON 2530a,1066,4537,0,1,4,2,1
ECON 2610,1070,3766,0,0,5,0,3
ECON 2810a,1083,4862,1,2,4,3,1
CHNSE Ba,755,4375,3,5,20,17,7
CHNSE Bx,757,7066,5,8,10,3,0
CHNSE 120a,762,4283,1,6,10,4,1
CHNSE 130a,765,6724,0,4,11,7,5
CHNSE 107a,760,3343,2,2,4,1,0
CHNSE 106a,758,1185,3,5,3,1,0
CHNSE 142a,771,3900,1,3,2,0,0
JAPAN Ba,841,2014,6,19,12,5,3
JAPAN 120a,846,8152,0,6,5,5,0
JAPAN 106a,843,1492,1,2,1,0,0
JAPAN 150a,852,4693,1,3,1,1,0
KOREAN 130a,880,2071,3,5,2,0,0
KOREAN Ba,873,8739,0,2,6,1,0
KOREAN 120a,878,5884,2,2,1,1,0
KOREAN 140a,882,5723,0,2,1,0,0
GENETIC 201,3098,4225,7,12,9,2,2
COMPSCI 50,1224,4949,1,15,65,63,48
COMPSCI 121,1230,669,0,1,9,7,10
COMPSCI 141,1232,4357,0,4,2,1,0
COMPSCI 175,1243,3771,0,3,2,1,1
GREEK Aa,4978,129,0,2,3,1,0
GREEK Ba,4982,4696,0,1,2,0,0
LATIN Aa,4994,4759,3,15,5,2,0
CLASSIC 350,4976,4026,1,0,0,0,0
CHEM 17,478,5085,1,23,64,46,23
CHEM 30,481,6587,0,1,17,14,13
CHEM 160,498,3420,0,10,10,4,1
CHEM 242,508,2971,0,1,1,3,1
VES 153ar,5209,5211,0,0,2,4,0
MCB 52,3529,1938,9,37,31,4,2
MCB 169,3557,2518,6,23,18,3,0
OEB 57,3932,2539,26,37,7,2,0
APMTH 21a,1111,6395,1,11,6,0,0
APMTH 201,1126,3241,0,4,2,1,3
ANTHRO 2650a,212,1752,0,0,1,4,4
BCMP 200,2942,5591,13,11,13,2,2
ENGLISH 90lv,1505,3200,3,7,5,0,0
PHIL 3,4038,1996,12,12,1,0,1
SPANSH Ax,4476,5318,0,5,1,0,0
PORTUG Ac,4443,430,16,17,6,0,0
SLAVIC Da,4528,8158,1,2,4,0,0
SLAVIC 113,4546,955,0,2,4,1,0
SOCIOL 204,4691,6189,0,1,0,0,0
SOCIOL 128,4653,5979,2,13,10,1,0
STAT 210,4843,2487,0,0,6,3,1
STAT 110,4831,147,3,33,32,10,3
VES 150ar,5204,4692,0,0,1,3,1
PHYSICS 253a,4124,8050,0,1,5,2,1
PHYSICS 210,4115,4840,0,1,3,4,0
MATH 23a,2839,2486,1,11,34,23,4
MCB 186,3562,2854,1,2,4,0,0
JAPAN 210a,854,9182,1,1,1,0,1
OEB 251,3984,2075,2,8,4,0,0
CHNSE 140a,769,1945,0,7,14,7,4
SOCIOL 296a,4715,67293,0,1,3,1,1
SOCIOL 307,4722,137,2,0,0,0,2
BCMP 230,2947,1295,1,0,0,0,0
MCB 115,3538,8703,4,7,2,0,0
SOCIOL 209,4695,1198,0,2,0,1,0
ASTRON 150,271,8993,1,3,3,1,0
APPHY 282,1156,5737,0,0,1,1,5
LATIN H,5002,3814,1,4,1,0,0
PHYSICS 232,4119,4885,2,11,16,7,7
FRSEMR 44g,1872,1032,7,2,0,0,0
FRSEMR 21s,1771,2067,3,3,0,0,0
AFRAMER 301,86,3120,0,3,1,1,0
VIROLOGY 200,3470,6075,0,2,2,0,1
OEB 139,3953,8562,9,5,1,0,0
GOV 1100,2211,7687,5,11,1,0,0
GERMAN 65,2094,2678,2,5,2,0,0
MATH 152,2871,8389,4,14,2,0,0
MCB 111,3537,6444,0,0,6,1,1
ENG-SCI 51,1323,322,0,8,3,1,0
ASTRON 2,261,2179,0,4,0,0,0
ENG-SCI 272,1392,5157,0,0,3,3,1
MCB 156,3555,8543,0,3,7,6,2
ENGLISH 350,5294,8208,2,1,0,0,0
SOCIOL 255,4711,3839,0,2,6,2,0
AFRAMER 20,5,2048,5,20,5,0,0
ENG-SCI 139,1336,994,6,3,0,0,0
ENG-SCI 239,1372,8303,2,7,1,1,0
COMPSCI 153,1238,2842,0,1,5,6,2
MATH 121,2858,7009,0,3,3,3,1
GOV 2105,2265,154,0,0,0,2,5
MATH 131,2864,2381,5,6,15,2,2
PSY 1900,4293,4016,32,20,2,1,0
FRSEMR 33x,1830,6673,1,6,3,0,0
ANTHRO 1610,150,2622,0,2,4,5,0
FRSEMR 24n,1790,6367,8,3,0,0,0
KORHIST 253r,896,365,0,0,3,0,1
CHNSE 150a,773,5621,0,6,5,2,1
BIOSTAT 230,409,6183,0,2,6,1,2
BIOSTAT 232,411,131,1,6,2,2,0
BIOSTAT 244,415,2140,0,2,3,1,1
ENG-SCI 275,1395,9815,1,2,2,0,0
ECON 1542,994,2613,4,7,3,0,0
SOCIOL 203a,4689,3315,0,3,3,1,1
HEB 1330,2723,4332,2,11,3,1,0
ECON 2723,1077,2847,1,1,7,1,2
FRSEMR 21o,1768,7584,4,2,1,0,0
FRENCH 70b,4389,6720,2,7,5,1,0
MATH 101,2848,8066,0,2,6,10,2
STAT 139,4837,1450,0,7,2,0,0
ENG-SCI 190,1350,6973,0,6,3,0,0
ECON 2010c,1013,4431,0,3,6,4,2
ANTHRO 1010,120,8727,5,13,0,0,0
GOV 2000,2246,2281,0,0,2,5,24
FRSEMR 24e,1787,3573,6,4,0,0,0
ARABIC 133,3746,4747,1,3,4,1,1
PHIL 147,4055,8887,3,5,9,0,0
FRSEMR 25g,1795,8075,8,2,0,0,0
FRSEMR 25p,1801,1838,4,4,0,0,0
ANTHRO 1850,175,1686,0,7,3,0,1
FRSEMR 25z,1807,1691,4,1,1,0,0
STAT 135,4836,3451,2,12,3,1,0
FRSEMR 25k,1798,3913,6,6,0,0,1
APPHY 225,1153,5298,0,4,9,2,0
ENG-SCI 207,1355,5993,3,3,1,0,0
STAT 131,4835,8291,0,6,5,1,0
PSY 2670a,4347,1193,0,3,2,2,0
ESPP 78,1567,3613,2,18,8,1,1
GREEK H,4984,6323,0,1,1,0,0
SOC-STD 98fu,4601,7432,0,2,5,1,1
ECON 1530,990,2269,6,12,5,2,2
MUSIC 207r,3669,2149,0,0,1,1,2
